,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,Corrected
313,313,6/7/2025,13:29.1,2,3,"Pluta, Tony",808753,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,8,Top,1,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.62556,-0.94186,-0.082761,2601.990659,1.730547,6:00,6.01217,1.09342,4.42724,-56.85101,-10.97469,-0.36791,0.37594,0.9838,74.7231,-10.975732,-0.14735,0.48749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16157,-4.90319,-1.08426,50,5.85537,0.18278,-115.72513,-4.14557,0.22212,18.83795,-38.91395,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,7ea18380-43d3-11f0-8907-61d02edce62a,77.3194,NA,NA,4.90245,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,13:29.1,2025-06-07T15:13:29.1380736-04:00,2025-06-07T19:13:29.1380736Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,75e2a98a-e337-4cd6-bf51-8efd3e036f92,56.07618,-116.71003,9.41898,6.01893,-2.11105,-19.45698,-1.09351,0.17116,0.11106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
314,314,6/7/2025,13:50.7,2,4,"Pluta, Tony",808753,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,8,Top,1,2,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.77691,-0.814508,-0.877621,2435.543286,154.206934,11:15,5.9996,1.10801,5.34628,-30.16132,7.32367,-3.025,2.72202,0.03267,80.27889,-6.329472,-1.415429,0.440656,85.18413,-25.579569,72.692552,NA,NA,NA,NA,7.46144,7.46144,49.867373,0.053541,1.31583,4.18638,-1.02668,50,5.90452,2.06,-126.11504,-2.89032,2.13988,23.30532,-25.36596,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,8b753480-43d3-11f0-8907-61d02edce62a,85.53704,2.89623,NA,6.49802,NA,NA,NA,3.00934,2.89623,-0.0718,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,13:50.7,2025-06-07T15:13:50.6865664-04:00,2025-06-07T19:13:50.6865664Z,GroundBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,aca7d3a0-61d8-4aa9-af73-0229ca5fae2c,55.15336,-127.06378,11.65266,6.00117,-1.85769,-12.68298,-1.10876,1.97289,1.06994,NA,3.00854,33.61879,NA,NA,NA,NA,NA,NA,NA,2.89752,-54.09325,NA,NA,NA,NA,NA,NA,NA,-0.07438,107.8881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,Estimated,Estimated,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
315,315,6/7/2025,14:18.7,2,5,"Pluta, Tony",808753,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,8,Top,1,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.34674,5.742998,1.07609,2462.418528,7.644898,6:15,6.05615,0.89193,4.51783,-68.2859,-17.8206,-2.58851,5.8549,1.70126,70.06668,-6.415892,0.624277,0.511291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52201,-9.57666,-1.00179,50,6.59233,-1.96206,-110.38242,8.46231,1.89346,18.11885,-44.08778,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,9c1ad510-43d3-11f0-8907-61d02edce62a,73.7202,NA,NA,6.28007,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,14:18.7,2025-06-07T15:14:18.7104256-04:00,2025-06-07T19:14:18.7104256Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,4a3dbfa4-98ca-4ce4-bf19-d1751585b6ec,55.98628,-111.36071,9.05943,6.07116,10.84274,-22.04389,-0.89309,-2.0643,0.94673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
316,316,6/7/2025,14:43.4,2,6,"Pluta, Tony",808753,Right,ARI_WIL,"Stokely, Hunter",1000069439,Left,NOR_TAR,Undefined,8,Top,1,3,2,Cutter,Slider,InPlay,Undefined,GroundBall,Out,1,0,,87.44267,-0.308544,-0.768968,2330.388286,152.569078,11:00,5.94296,1.17556,5.5413,-29.75828,6.68882,-2.96748,3.17472,0.20957,81.23774,-5.762808,-1.29837,0.434513,94.9632,-7.366951,8.964979,NA,NA,NA,NA,20.65952,20.65952,7.897804,0.142645,1.33764,3.73626,-1.10685,50,5.8962,1.83016,-127.20411,-1.74833,2.22479,22.40175,-25.95981,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,aadf5990-43d3-11f0-8907-61d02edce62a,86.74638,3.08574,NA,6.20493,NA,NA,NA,1.42214,3.08574,-0.24704,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,14:43.4,2025-06-07T15:14:43.4356736-04:00,2025-06-07T19:14:43.4356736Z,GroundBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,8ea34508-1fbd-43c4-9454-0254343412d5,54.95905,-128.07446,11.20087,5.94453,-0.73973,-12.97991,-1.17628,1.74372,1.1124,343.16237,1.42237,136.42073,-20.58104,NA,NA,NA,NA,NA,NA,3.08632,-17.9126,-26.13416,NA,NA,NA,NA,NA,NA,-0.24713,21.53344,0.70472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
317,317,6/7/2025,15:22.9,3,1,"Pluta, Tony",808753,Right,ARI_WIL,"Madera, Alex",823702,Left,NOR_TAR,Undefined,8,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.76607,-0.298088,-0.862292,2586.295187,0.977425,6:00,6.00235,0.9977,4.54802,-63.59055,-15.29611,-0.28457,0.41935,0.15309,72.47496,-11.557476,-0.91237,0.500173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08913,-7.20122,-0.90775,50,5.90998,1.71176,-112.95472,-3.00732,-0.11561,19.83784,-41.51332,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,c26a4430-43d3-11f0-8907-61d02edce62a,75.35887,NA,NA,5.29111,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,15:22.9,2025-06-07T15:15:22.8846080-04:00,2025-06-07T19:15:22.8846080Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,f2093855-8283-443e-8db7-80c725f54691,55.95582,-113.99592,9.91892,6.01064,-0.82847,-20.75666,-0.99775,1.71782,-0.0578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
318,318,6/7/2025,15:44.8,3,2,"Pluta, Tony",808753,Right,ARI_WIL,"Madera, Alex",823702,Left,NOR_TAR,Undefined,8,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.81188,-1.0113,-2.261051,2472.628315,182.659304,12:00,6.09178,0.83075,5.39075,-17.60654,16.08788,0.69913,3.67594,-1.23116,84.1134,-4.308691,-2.136904,0.417783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95331,8.66386,-0.62931,50,5.98929,5.2269,-133.2052,-2.95213,-1.7196,27.55095,-16.54572,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,cf5acc00-43d3-11f0-8907-61d02edce62a,90.2202,NA,NA,7.69849,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,15:44.8,2025-06-07T15:15:44.7619072-04:00,2025-06-07T19:15:44.7619072Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,98844309-1bff-4125-bc65-0a0adafc845a,55.10556,-134.25704,13.77548,6.08994,-2.32045,-8.27286,-0.83011,5.29255,-0.8598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
319,319,6/7/2025,16:04.9,3,3,"Pluta, Tony",808753,Right,ARI_WIL,"Madera, Alex",823702,Left,NOR_TAR,Undefined,8,Top,2,2,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.06247,-0.087183,-1.079391,2287.07751,153.959868,11:15,5.89295,1.27203,5.27003,-31.34494,7.45237,-3.15394,3.19896,-0.00481,79.27279,-5.797913,-1.639064,0.448303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34303,4.06992,-1.17097,50,5.86176,2.46482,-123.70952,-1.32924,2.12144,20.21298,-25.7452,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,db625360-43d3-11f0-8907-61d02edce62a,84.07796,NA,NA,5.78968,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,16:04.9,2025-06-07T15:16:04.9318912-04:00,2025-06-07T19:16:04.9318912Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,cd20e794-6902-4d38-9fbf-4f9523cb206a,55.22924,-124.561,10.10649,5.89491,-0.24471,-12.8726,-1.27292,2.37545,1.06072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
320,320,6/7/2025,16:24.4,3,4,"Pluta, Tony",808753,Right,ARI_WIL,"Madera, Alex",823702,Left,NOR_TAR,Undefined,8,Top,2,2,1,Cutter,Cutter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.1765,-1.464353,-1.084332,2290.043359,180.469419,12:00,5.94006,1.43364,5.22061,-24.86675,13.66568,0.10205,2.49054,0.42256,79.00706,-6.053405,-1.066239,0.446771,89.87323,29.271154,-31.581534,4442.174783,87.35633,49.90762,-66.84952,293.87505,209.51905,-46.040468,3.988936,-0.34843,7.59607,-1.3337,50,5.78663,2.36242,-125.04841,-4.0696,-0.55248,24.88681,-20.12955,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,e70dd810-43d3-11f0-8907-61d02edce62a,84.36644,57.70075,NA,7.16944,NA,NA,NA,0.56168,2.2116,-0.32779,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,16:24.4,2025-06-07T15:16:24.3720704-04:00,2025-06-07T19:16:24.3720704Z,FlyBall,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,1d2af891-94b0-489d-85e5-f7952f8cdead,55.27713,-126.09427,12.44341,5.93988,-3.22366,-10.06478,-1.43346,2.38564,-0.27624,124.384329,0.57327,97.63787,-22.50872,2.91587,2.18707,-1.83894,0.63366,-0.1083,0.00746,2.21191,64.43637,-21.3535,1.5589,0.17565,-0.24016,0.09328,-0.01693,0.00118,-0.32492,-60.29719,-0.12976,1.18587,0.11119,-0.33452,0.14107,-0.02639,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
321,321,6/7/2025,18:30.3,3,5,"Pluta, Tony",808753,Right,ARI_WIL,"Madera, Alex",823702,Left,NOR_TAR,Undefined,8,Top,2,2,2,Curveball,Curveball,InPlay,Undefined,LineDrive,Single,0,0,,77.47076,2.594943,-0.573871,2617.472161,17.499063,6:30,6.03655,0.95972,4.33613,-62.12744,-12.92241,-4.53815,3.34085,0.03313,71.3841,-8.450396,-1.366288,0.504866,99.89677,13.077488,2.854499,4470.235292,109.99849,17.99345,0.55785,223.61722,223.61722,-1.915868,2.028373,2.05567,-6.60981,-0.89301,50,6.25241,1.31997,-112.34215,2.66061,2.63554,19.73918,-40.64844,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,3220e630-43d4-11f0-8907-61d02edce62a,74.65828,18.0588,NA,6.08666,NA,NA,NA,1.22597,3.31637,-0.0196,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,18:30.3,2025-06-07T15:18:30.2797312-04:00,2025-06-07T19:18:30.2797312Z,LineDrive,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,d8fd17fb-ae86-41be-8c6b-d965848d9530,56.1663,-113.42043,9.86959,6.04642,4.88109,-20.32422,-0.96118,1.176,1.31777,95.267137,1.22597,142.53892,-21.5442,3.64621,-0.62311,0.05253,0.00711,-0.00381,5.00E-04,3.31637,33.15155,-20.26388,2.10295,-0.39997,0.08076,-0.01453,0.00238,-0.00022,-0.01963,7.11098,-10.13387,3.84772,-1.02572,0.15698,0.01021,-0.01052,0.00157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
322,322,6/7/2025,19:17.5,4,1,"Pluta, Tony",808753,Right,ARI_WIL,"Bass, Tyson",826138,Right,NOR_TAR,Undefined,8,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.6061,-0.631769,-2.003605,2404.896775,205.829443,12:45,6.07133,1.11053,5.01283,-20.92666,14.21977,6.348,3.73079,-0.25224,82.81653,-4.505821,-0.883499,0.426689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.68799,7.54867,-0.92375,50,5.99432,4.294,-131.39542,-2.22693,-6.4604,27.31867,-18.95076,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,4e22da00-43d4-11f0-8907-61d02edce62a,88.33694,NA,NA,7.78957,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,19:17.5,2025-06-07T15:19:17.4829568-04:00,2025-06-07T19:19:17.4829568Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,c8af014f-a42c-46dc-a238-753bc659ed2e,55.48364,-132.53063,13.65933,6.0705,-1.43945,-9.47538,-1.10776,4.56245,-3.2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
323,323,6/7/2025,19:36.5,4,2,"Pluta, Tony",808753,Right,ARI_WIL,"Bass, Tyson",826138,Right,NOR_TAR,Undefined,8,Top,2,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.37175,-1.896943,-1.788833,2444.207581,187.865549,12:15,6.09012,0.80959,5.22705,-19.28926,15.6591,2.01579,2.69792,-0.70459,83.01073,-5.478278,-1.431652,0.425485,74.88029,30.260807,156.246325,2822.625711,NA,NA,NA,NA,48.83807,NA,NA,-1.49024,8.6706,-0.64635,50,5.90119,4.00438,-131.1256,-5.02903,-2.60693,26.49136,-17.00619,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,598d8520-43d4-11f0-8907-61d02edce62a,88.58691,27.01457,NA,7.36102,NA,NA,NA,2.4903,2.70374,0.66696,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,19:36.5,2025-06-07T15:19:36.4923904-04:00,2025-06-07T19:19:36.4923904Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,cb6c34ee-fd8c-42ce-ba3f-9971f95aa2b5,55.27153,-132.18632,13.24568,6.08893,-4.3481,-8.5031,-0.80877,4.10876,-1.30346,295.478358,2.4903,-86.82367,4.84178,-0.47253,0.11777,-0.01662,0.00513,-0.00208,0.00064,2.70374,55.34449,-22.51771,2.12148,-0.42629,0.08868,-0.01581,0.00337,-0.00052,0.66696,38.20998,-9.14527,1.34715,-0.28437,0.04883,-0.00933,0.00137,7.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
324,324,6/7/2025,20:01.4,4,3,"Pluta, Tony",808753,Right,ARI_WIL,"Bass, Tyson",826138,Right,NOR_TAR,Undefined,8,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.56138,-0.571066,-1.235342,2388.400054,186.212555,12:15,6.05299,0.66649,5.11157,-18.52698,16.53576,1.67917,3.97094,-0.35755,82.67836,-4.031619,-0.938407,0.426181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17421,8.71028,-0.55154,50,5.98529,2.75371,-131.37739,-1.96125,-2.05401,27.61112,-16.93766,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,684a4170-43d4-11f0-8907-61d02edce62a,88.44227,NA,NA,7.88303,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,20:01.4,2025-06-07T15:20:01.3666816-04:00,2025-06-07T19:20:01.3666816Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,d77083ef-4816-4616-8fd1-95a4b6a81add,55.38448,-132.50419,13.80556,6.05122,-1.27003,-8.46883,-0.66563,2.83753,-1.02701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
325,325,6/7/2025,20:24.7,4,4,"Pluta, Tony",808753,Right,ARI_WIL,"Bass, Tyson",826138,Right,NOR_TAR,Undefined,8,Top,2,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.35251,-1.788923,-2.339853,2375.729001,206.329115,1:00,6.08646,1.17564,5.36891,-18.77706,16.45135,7.53898,2.84248,-0.39116,81.93417,-5.318781,-1.001024,0.427187,72.7273,38.148632,158.17214,3571.464676,NA,NA,NA,NA,49.22371,NA,NA,-4.53721,9.18123,-0.97147,50,5.91313,5.01293,-130.91778,-4.72477,-7.80621,29.87761,-16.37783,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,764b75f0-43d4-11f0-8907-61d02edce62a,88.23409,35.34914,NA,8.41834,NA,NA,NA,2.85273,2.88223,0.3619,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,20:24.7,2025-06-07T15:20:24.7305216-04:00,2025-06-07T19:20:24.7305216Z,,v3,232,471370,NA,"Guzman, Adonys",702631,Right,ARI_WIL,887ab2de-5f60-49cf-8b52-df90ca51497a,55.1287,-132.08305,14.93881,6.08494,-4.08601,-8.18892,-1.17292,5.31738,-3.9031,314.595428,2.85273,-77.8697,3.49404,0.40451,-0.1506,0.05788,-0.01332,0.00373,-0.00082,2.88223,65.8883,-26.1183,3.01739,-0.64362,0.12965,-0.02186,0.00294,0.00015,0.3619,31.18959,-8.57305,1.2833,-0.25828,0.03708,-0.00581,0.00011,0.00038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
