,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,Corrected
66,66,6/7/2025,46:36.2,1,1,"DeCaro, Jason",811311,Right,NOR_TAR,"Caulfield, Garen",800595,Right,ARI_WIL,Undefined,2,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.41365,-0.694543,-5.277894,2563.182938,234.811843,1:45,6.07501,3.13591,4.96258,-20.57103,13.52639,17.60954,3.70181,-0.3967,84.17366,-4.49906,-2.19005,0.420274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.14008,7.20016,-2.63913,50,5.99113,11.47418,-133.54839,-2.41004,-18.34019,28.35996,-19.15124,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,f9b68120-43be-11f0-bf07-e94b9748e067,89.68548,NA,NA,8.23999,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,46:36.2,2025-06-07T12:46:36.2165760-04:00,2025-06-07T16:46:36.2165760Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,3cb08f36-85db-460a-989e-72f7fc1e8234,55.53513,-134.71868,14.17998,6.07428,-1.61975,-9.57562,-3.12824,12.231,-9.17009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
67,67,6/7/2025,46:50.3,1,2,"DeCaro, Jason",811311,Right,NOR_TAR,"Caulfield, Garen",800595,Right,ARI_WIL,Undefined,2,Bottom,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.88834,1.7848,-1.225623,2884.538967,46.982682,7:30,5.79874,3.23617,4.83247,-57.04755,-10.6591,-12.82725,2.73584,1.00645,73.10118,-8.433425,-3.484806,0.490203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02146,-5.34961,-3.10315,50,5.92581,2.9856,-114.56392,1.42296,8.05475,19.87661,-39.33007,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,023bbf90-43bf-11f0-bf07-e94b9748e067,76.89141,NA,NA,5.78716,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,46:50.3,2025-06-07T12:46:50.3271936-04:00,2025-06-07T16:46:50.3271936Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,997faad0-41e2-458d-bec0-d067b59551e8,55.67008,-115.54348,9.93831,5.80793,3.36123,-19.66504,-3.24051,2.58865,4.02738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
68,68,6/7/2025,47:06.8,1,3,"DeCaro, Jason",811311,Right,NOR_TAR,"Caulfield, Garen",800595,Right,ARI_WIL,Undefined,2,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.31687,-0.560636,-5.892387,2616.036338,233.321105,1:45,6.02485,3.18785,5.0953,-19.47206,14.76095,18.24505,3.87104,-0.86416,83.60576,-4.191455,-2.691018,0.421108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.71024,7.81969,-2.6444,50,5.9569,12.85668,-133.2154,-2.0178,-19.1797,29.54275,-18.17071,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,0bf2a030-43bf-11f0-bf07-e94b9748e067,89.50767,NA,NA,8.71111,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,47:06.8,2025-06-07T12:47:06.7942400-04:00,2025-06-07T16:47:06.7942400Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,70024156-85d4-4a0c-8f07-8695a111cfd4,55.40123,-134.40788,14.77138,6.02354,-1.28435,-9.08535,-3.17897,13.63085,-9.58985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
69,69,6/7/2025,47:25.8,1,4,"DeCaro, Jason",811311,Right,NOR_TAR,"Caulfield, Garen",800595,Right,ARI_WIL,Undefined,2,Bottom,0,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.24714,-2.02594,-4.828749,2486.954767,240.849131,2:00,6.11204,3.16936,5.24332,-21.416,12.47225,20.3519,2.41586,0.31661,84.09883,-5.994157,-1.234469,0.418983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.47587,7.12457,-2.74051,50,5.90963,10.29721,-133.37636,-5.52724,-20.67043,28.70676,-19.34122,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,174f68a0-43bf-11f0-bf07-e94b9748e067,89.96182,NA,NA,8.14831,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,47:25.8,2025-06-07T12:47:25.8271232-04:00,2025-06-07T16:47:25.8271232Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,ed0ba5e8-fec9-478b-a50e-e613a76b00c4,55.25458,-134.50255,14.35338,6.11159,-4.76846,-9.67061,-3.16038,11.10813,-10.33521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
70,70,6/7/2025,47:40.7,1,5,"DeCaro, Jason",811311,Right,NOR_TAR,"Caulfield, Garen",800595,Right,ARI_WIL,Undefined,2,Bottom,0,3,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,92.11847,-1.723043,-3.935657,2513.886509,242.575521,2:00,6.07853,3.09723,5.13954,-22.2984,11.33603,19.96159,2.59361,1.04908,85.00324,-5.816005,-0.41055,0.417411,81.85008,26.559518,4.630025,3373.198482,109.06331,44.42092,14.32417,262.78114,261.40742,13.374639,3.782892,-11.00918,6.36882,-2.74456,50,5.89967,8.26572,-133.55288,-4.88385,-20.11198,25.6722,-20.53926,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,2046f0e0-43bf-11f0-bf07-e94b9748e067,90.30064,49.00314,NA,7.11522,NA,NA,NA,1.32625,2.64779,-1.03753,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,47:40.7,2025-06-07T12:47:40.7240704-04:00,2025-06-07T16:47:40.7240704Z,LineDrive,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,318535dc-9696-48e9-b784-09187cc59b4e,55.3614,-134.57953,12.8361,6.07855,-4.06247,-10.26963,-3.09119,9.07,-10.05599,213.809057,1.3261,107.03116,-19.55297,4.36096,-0.93192,0.18361,-0.02863,0.0026,-8.00E-05,2.64787,53.67442,-17.04277,1.08198,-0.16939,0.03361,-0.00926,0.0022,-0.00021,-1.03753,8.66795,4.33513,-1.19763,0.29306,-0.06294,0.0108,-0.00126,7.00E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
71,71,6/7/2025,48:28.6,2,1,"DeCaro, Jason",811311,Right,NOR_TAR,"Cain, Andrew",814832,Left,ARI_WIL,Undefined,2,Bottom,0,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.57691,-0.986193,-4.111535,2264.508597,264.373938,2:45,5.91037,3.19293,4.86428,-39.27664,3.55933,21.8206,1.70149,1.11348,75.55671,-8.091277,-0.273703,0.471059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.92599,2.44646,-2.80705,50,5.77972,7.63022,-119.50913,-3.54848,-17.21558,23.43419,-28.64249,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,3cd63090-43bf-11f0-bf07-e94b9748e067,80.01633,NA,NA,7.0202,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,48:28.6,2025-06-07T12:48:28.6019072-04:00,2025-06-07T16:48:28.6019072Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,7c115503-0a5c-498a-856a-3448fb2806cc,55.63485,-120.60899,11.7171,5.91472,-2.20417,-14.32125,-3.18412,8.43822,-8.60779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
72,72,6/7/2025,48:49.3,2,2,"DeCaro, Jason",811311,Right,NOR_TAR,"Cain, Andrew",814832,Left,ARI_WIL,Undefined,2,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.8996,-0.831897,-5.477266,2525.198782,239.713629,2:00,5.96334,2.84229,5.10163,-22.09367,12.62064,19.45725,3.33469,-0.71302,82.7943,-4.939267,-2.057223,0.424058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.27575,6.87681,-2.33991,50,5.86779,11.7604,-132.60397,-2.75751,-19.87287,31.04681,-20.0541,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,490b0980-43bf-11f0-bf07-e94b9748e067,88.88501,NA,NA,9.1053,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,48:49.3,2025-06-07T12:48:49.2835328-04:00,2025-06-07T16:48:49.2835328Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,00c474e4-0f93-4283-bfbd-d70eb62671b3,55.39391,-133.8609,15.52341,5.96299,-1.94562,-10.02705,-2.83232,12.56495,-9.93644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
73,73,6/7/2025,49:10.7,2,3,"DeCaro, Jason",811311,Right,NOR_TAR,"Cain, Andrew",814832,Left,ARI_WIL,Undefined,2,Bottom,0,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,82.64716,-0.963168,-4.352643,2279.212183,263.517982,2:45,5.9055,3.2319,4.84689,-39.03632,3.43847,18.89914,1.73792,0.67823,76.20693,-8.0014,-1.032205,0.469069,92.40818,1.706329,22.857589,2958.217742,NA,NA,NA,62.05995,55.52864,22.050176,0.473104,-10.56485,2.26528,-2.81862,50,5.77644,8.30305,-119.69287,-3.4908,-15.42105,21.76623,-28.86753,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,55dd0cd0-43bf-11f0-bf07-e94b9748e067,80.35579,2.087,NA,6.44023,NA,NA,NA,2.58834,1.8535,-0.87439,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,49:10.7,2025-06-07T12:49:10.6970112-04:00,2025-06-07T16:49:10.6970112Z,GroundBall,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,a466d262-846c-406c-b9b1-6afccf37dd11,55.65413,-120.7167,10.88312,5.9087,-2.13294,-14.43377,-3.22623,9.02842,-7.71053,280.152923,2.60394,124.39043,-17.63738,NA,NA,NA,NA,NA,NA,1.86136,3.81321,-16.40935,NA,NA,NA,NA,NA,NA,-0.87367,52.60294,-3.19572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
74,74,6/7/2025,49:58.7,3,1,"DeCaro, Jason",811311,Right,NOR_TAR,"Splaine, Tommy",701743,Right,ARI_WIL,Undefined,2,Bottom,0,0,0,Fastball,Sinker,InPlay,Undefined,Bunt,Out,1,0,,92.88767,-2.729236,-5.129336,2531.385233,238.777365,2:00,6.03532,3.0189,5.15898,-20.69265,12.93764,19.47666,1.72975,-0.19899,84.62026,-6.559615,-1.697401,0.417385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.24792,7.55607,-2.555,50,5.76397,11.12792,-134.16266,-7.19679,-20.46335,29.52337,-18.4273,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,727ca030-43bf-11f0-bf07-e94b9748e067,90.3062,NA,NA,8.26741,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,49:58.7,2025-06-07T12:49:58.7089920-04:00,2025-06-07T16:49:58.7089920Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,34ad997b-b562-4e5a-b598-b9581b9462c1,55.34035,-135.33274,14.76169,6.03472,-6.46648,-9.21365,-3.01209,11.93893,-10.23167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
75,75,6/7/2025,50:43.4,4,1,"DeCaro, Jason",811311,Right,NOR_TAR,"Breyfogle, Easton",807741,Left,ARI_WIL,Undefined,2,Bottom,1,0,0,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.15739,-0.903892,-4.943766,2324.367848,270.448169,3:00,5.79636,3.49012,5.03688,-40.74703,1.18122,20.64312,1.5448,0.5349,76.29759,-8.273655,-1.307566,0.466042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.70989,1.16752,-3.03484,50,5.67679,9.53026,-120.30919,-3.42443,-17.17538,23.18091,-30.46161,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,8d28ef10-43bf-11f0-bf07-e94b9748e067,80.8778,NA,NA,6.8598,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,50:43.4,2025-06-07T12:50:43.4270720-04:00,2025-06-07T16:50:43.4270720Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,e5d2169f-867d-420b-9ba7-e1b490328419,55.46394,-121.3574,11.59046,5.8005,-2.04699,-15.2308,-3.48335,10.30691,-8.58769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
76,76,6/7/2025,51:06.9,4,2,"DeCaro, Jason",811311,Right,NOR_TAR,"Breyfogle, Easton",807741,Left,ARI_WIL,Undefined,2,Bottom,1,0,1,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.38566,-0.865881,-3.709428,2512.126528,249.1669,2:15,6.04261,3.08586,5.11634,-25.15946,9.12796,20.67895,3.12855,1.30995,83.14382,-5.51829,-0.057525,0.421443,80.69792,56.268753,-129.787145,4430.09268,NA,NA,NA,NA,32.17581,NA,NA,-11.50796,5.16685,-2.75359,50,5.94184,7.66799,-133.6201,-2.99952,-20.49558,32.79572,-22.97196,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,9b1cb610-43bf-11f0-bf07-e94b9748e067,89.43664,43.38289,NA,9.24184,NA,NA,NA,1.05571,3.01583,-1.14569,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,51:06.9,2025-06-07T12:51:06.9079040-04:00,2025-06-07T16:51:06.9079040Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,d8effde2-ec07-4506-b270-68c4643019a1,55.38085,-134.93431,16.39786,6.0436,-2.07897,-11.48598,-3.07732,8.4893,-10.24779,NA,1.05571,-42.05878,-7.1111,6.03545,-2.37616,0.80396,-0.25102,0.07094,-0.01307,3.01583,98.43156,-42.59489,8.14112,-1.85409,0.37701,-0.06814,0.00623,0.00155,-1.14569,-50.50355,14.78466,-3.71368,0.85124,-0.17026,0.02933,-0.00117,-0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Undefined,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
77,77,6/7/2025,51:29.3,4,3,"DeCaro, Jason",811311,Right,NOR_TAR,"Breyfogle, Easton",807741,Left,ARI_WIL,Undefined,2,Bottom,1,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.26889,0.278217,-3.64942,2478.450408,244.584148,2:15,6.10421,3.19088,5.08613,-22.19458,11.41914,21.48143,4.51742,1.53667,83.88732,-3.850592,0.14018,0.417282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.71005,5.92248,-2.86267,50,6.11368,7.52602,-134.90701,-0.19314,-21.31398,32.73579,-21.39431,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,a870baa0-43bf-11f0-bf07-e94b9748e067,90.32843,NA,NA,9.38157,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,51:29.3,2025-06-07T12:51:29.3303296-04:00,2025-06-07T16:51:29.3303296Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,a3257256-5951-4723-90a6-c03a9c77ce01,55.40928,-136.21327,16.36789,6.10436,0.66056,-10.69716,-3.17995,8.37652,-10.65699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
78,78,6/7/2025,51:49.2,4,4,"DeCaro, Jason",811311,Right,NOR_TAR,"Breyfogle, Easton",807741,Left,ARI_WIL,Undefined,2,Bottom,1,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.01179,0.378077,-4.925467,2509.903992,237.506886,2:00,6.07633,2.95678,4.83841,-20.07304,14.82926,21.31781,4.76289,0.05807,82.76686,-3.363233,-1.192279,0.425205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.90721,7.51481,-2.48757,50,6.09747,10.36888,-132.83998,0.12835,-21.06917,31.04949,-18.87702,ARI_WIL,NOR_TAR,UNC,D1,ACC,20250607-UNC-1,b43bae30-43bf-11f0-bf07-e94b9748e067,88.64528,NA,NA,9.24493,NA,NA,NA,NA,NA,NA,669ade51-a97b-4617-8f28-1f4d759dc7c1,6/7/2025,51:49.2,2025-06-07T12:51:49.1506688-04:00,2025-06-07T16:51:49.1506688Z,,v3,232,471370,NA,"Stevenson, Luke",806233,Right,NOR_TAR,9e732e65-3cb3-44c8-9a7b-f377f80b97bc,55.65712,-134.15574,15.52475,6.07509,0.92828,-9.43851,-2.94588,11.26171,-10.53459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
